Name,Description,URL
Thom Parkin ,"Thom Parkin has been writing software since the days when all phones had wires. A self-proclaimed ParaHacker, Thom immerses himself in technolo...",https://www.packtpub.com/books/info/authors/thom-parkin
Jorge Ferrando,"Jorge Ferrando is a frontend developer at Uni Micro AS, Norway. He develops economy systems using JavaScript. He has experience as a PHP and C#...",https://www.packtpub.com/books/info/authors/jorge-ferrando
Daniel Watrous,"Daniel Watrous is a 15-year veteran of designing web-enabled software. His focus on data store technologies spans relational databases, caching s...",https://www.packtpub.com/books/info/authors/daniel-watrous
Minh Thompson ,"Minh Thompson is an avid blogger, YouTuber, and graphics designer. If he's not trying out the latest video game or tech gadget, he's ...",https://www.packtpub.com/books/info/authors/minh-thompson
Santhosh Sivarajan,"Santhosh Sivarajan is a recognized subject matter expert in the Microsoft technology arena. He has extensive experience in designing, migrating...",https://www.packtpub.com/books/info/authors/santhosh-sivarajan
Kirk Roybal,"Kirk Roybal has been an active member of the PostgreSQL community since 1998. He has helped organize user groups in Houston, Dallas, and Bloomi...",https://www.packtpub.com/books/info/authors/kirk-roybal
Jim Mlodgenski,"Jim Mlodgenski is the CTO of OpenSCG, a professional services company focused on leveraging open source technologies for strategic advantage. H...",https://www.packtpub.com/books/info/authors/jim-mlodgenski
Usama Dar,"Usama Dar is a seasoned software developer and architect. During his 14 years' career, he has worked extensively with PostgreSQL and other...",https://www.packtpub.com/books/info/authors/usama-dar
Stefano Kewan Lee,"Stefano Kewan Lee is an IT consultant with more than 12 years of experience in system integration, security, and administration. He is a certif...",https://www.packtpub.com/books/info/authors/stefano-kewan-lee
Andrea Gazzarini ,"Andrea Gazzarini is a software engineer. He has mainly focused on the Java technology. Although often involved in analysis and design, he stron...",https://www.packtpub.com/books/info/authors/andrea-gazzarini
Sébastien Drouyer,Sébastien Drouyer is a computer science research engineer from France. He has a master's degree in computer science from the National Ins...,https://www.packtpub.com/books/info/authors/sébastien-drouyer
Andrii Sergiienko,"Andrii Sergiienko is a computer software developer from Ukraine and is passionate about information technologies. From his early childhood, he ...",https://www.packtpub.com/books/info/authors/andrii-sergiienko
Francisco J. Blanco-Silva,Francisco J. Blanco-Silva is the owner of a scientific consulting company—Tizona Scientific Solutions—and adjunct faculty in the Department...,https://www.packtpub.com/books/info/authors/francisco-j-blanco-silva
Erik A Christensen,"Erik A Christensen is a quant analyst/developer in finance and creative industries. He has a PhD from the Technical University of Denmark, with...",https://www.packtpub.com/books/info/authors/erik-christensen
Sergio J. Rojas G.,"Sergio J. Rojas G. is currently a full professor of physics at Universidad Simón Bolívar, Venezuela. Regarding his formal studies, in 1991, h...",https://www.packtpub.com/books/info/authors/sergio-rojas
John Zablocki,"John Zablocki is the director of information technology at EF High School Exchange Year in Cambridge, Massachusetts, USA. Previously, he worked...",https://www.packtpub.com/books/info/authors/john-zablocki
Thilina Gunarathne,Thilina Gunarathne is a senior data scientist at KPMG LLP. He led the Hadoop-related efforts at Link Analytics before its acquisition by KPMG L...,https://www.packtpub.com/books/info/authors/thilina-gunarathne
Sujoy Acharya,Sujoy Acharya works as a software architect with Siemens Technology and Services Pvt. Ltd. (STS). He grew up in a joint family and pursued his ...,https://www.packtpub.com/books/info/authors/sujoy-acharya
Shane Gliser,"Shane Gliser graduated from Washburn University in 2001, specializing in Java development. Over the next few years, he developed a love of web ...",https://www.packtpub.com/books/info/authors/shane-gliser
Carlo Russo,Carlo Russo works as a consulting software architect and trainer in the field of software development. He started working with computers when h...,https://www.packtpub.com/books/info/authors/carlo-russo
Steve Hoffman,"Steve Hoffman has 32 years of experience in software development, ranging from embedded software development to the design and implementation o...",https://www.packtpub.com/books/info/authors/steve-hoffman
Mat Brown,"Mat Brown is a professional software engineer in Brooklyn, New York. In his career, he has focused on building consumer-facing web and mobile a...",https://www.packtpub.com/books/info/authors/matthew-brown
Nirmal Kumar,"Nirmal Kumar is a lead software engineer at iLabs, the R&D team at Impetus Infotech Pvt. Ltd. He has more than 8 years of experience in ope...",https://www.packtpub.com/books/info/authors/nirmal-kumar
Amol Fasale,Amol Fasale has more than 4 years of industry experience actively working in the fields of big data and distributed computing; he is also an ac...,https://www.packtpub.com/books/info/authors/amol-fasale
Rupert Anderson,"Rupert Anderson holds an M.Maths (Hons) degree, and contributed his dissertation in the field of computational fluid dynamics. He works as a fr...",https://www.packtpub.com/books/info/authors/rupert-anderson
William Harrington,"William Harrington lives and works at his family's cattle station, Olga Downs, in northwest Queensland, Australia. He attended university ...",https://www.packtpub.com/books/info/authors/william-harrington
Francis Perea ,Francis Perea is a vocational education professor at Consejería de Educación de la Junta de Andalucía in Spain with more than 14 years of ex...,https://www.packtpub.com/books/info/authors/francis-perea
Raghavendra Prasad MG,Raghavendra Prasad MG is basically an electronics and communication engineer from the University of Mysore and did his MBA from VMU. He is curr...,https://www.packtpub.com/books/info/authors/raghavendra-prasad-mg-rp
Patrick Espake,"Patrick Espake is passionate about technology, innovation, software development, and entrepreneurship. He has been professionally building and ...",https://www.packtpub.com/books/info/authors/patrick-espake
William Roberts,William Roberts is a software engineer who is focused on OS-level security and platform enhancements. He is one of the engineers who founded th...,https://www.packtpub.com/books/info/authors/william-roberts
William Confer,William Confer has been engineering embedded and mobile systems since 1997. He has worked for Samsung Mobile as a managing staff engineer and c...,https://www.packtpub.com/books/info/authors/william-confer
Syed Fazle Rahman,Syed Fazle Rahman is an experienced frontend developer. He has published many frontend articles for SitePoint.com and HTMLxprs.com. His article...,https://www.packtpub.com/books/info/authors/syed-fazle-rahman
Vijay Joshi,"Vijay Joshi is a web developer who lives in New Delhi, India, with his wife and daughter. Coming from a small town named Pithoragarh, Uttarakha...",https://www.packtpub.com/books/info/authors/vijay-joshi
Nasir Naeem,"Nasir Naeem lives in Birmingham, England. He works for Inframon as a system center consultant. He has been working in the IT field for just ove...",https://www.packtpub.com/books/info/authors/nasir-naeem
Abhay PS ,"Abhay PS first started programming in the C language back in 1997, and since then his passion for programming has increased. He is a polyglot, ...",https://www.packtpub.com/books/info/authors/abhay-ps
Milcho G. Milchev,Milcho G. Milchev has been a game programmer since he was in high school. He continues to work on games on a daily basis. Some of the games tha...,https://www.packtpub.com/books/info/authors/milcho-g-milchev
Emanuele Palazzetti,Emanuele Palazzetti is a software developer with strong JavaScript knowledge and a solid background in Python development. Part of his job enta...,https://www.packtpub.com/books/info/authors/emanuele-palazzetti
Mikael Lundin,"Mikael Lundin is a software developer living in Malmö, Sweden. He started programming in Pascal 20 years ago and has been enjoying the craft b...",https://www.packtpub.com/books/info/authors/mikael-lundin
Shea Silverman,"Shea Silverman has been using computers since he was two years old. He has always been drawn to technology, video games, education, and the pub...",https://www.packtpub.com/books/info/authors/shea-silverman
